age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
28,blue-collar,married,secondary,no,4071,yes,no,telephone,30,mar,508,6,-1,0,failure,yes
36,housemaid,single,primary,no,841,yes,no,unknown,23,oct,26,4,-1,1,failure,no
32,blue-collar,divorced,secondary,no,2766,yes,no,cellular,10,may,156,3,-1,0,success,no
50,technician,single,primary,no,-792,yes,no,cellular,8,may,1050,4,181,0,unknown,yes
37,retired,married,tertiary,no,4164,no,no,cellular,17,oct,3,1,-1,1,unknown,no
32,retired,married,secondary,no,4173,yes,no,cellular,19,jul,200,1,-1,0,unknown,yes
46,retired,single,primary,no,-1478,yes,no,cellular,22,feb,114,7,-1,1,unknown,no
33,services,single,secondary,yes,-2712,no,no,cellular,1,may,187,5,-1,2,unknown,yes
22,technician,married,unknown,no,-3539,no,no,cellular,29,jun,361,2,-1,0,failure,yes
35,services,married,tertiary,no,-452,no,yes,unknown,1,jul,373,1,-1,0,unknown,yes
32,unemployed,single,unknown,no,-1746,yes,no,unknown,12,jun,751,2,-1,0,unknown,yes
27,technician,married,secondary,no,858,yes,no,cellular,21,may,354,4,-1,0,unknown,yes
41,admin.,married,secondary,no,5183,no,no,cellular,13,jul,398,1,-1,1,success,yes
41,blue-collar,single,tertiary,no,5197,yes,no,cellular,15,may,73,12,-1,0,failure,no
41,entrepreneur,divorced,tertiary,no,-490,no,no,cellular,19,dec,176,2,-1,0,unknown,no
62,admin.,single,primary,no,2187,no,no,telephone,8,feb,137,2,-1,0,failure,no
34,management,single,secondary,no,-4096,no,no,cellular,1,aug,47,3,-1,0,unknown,no
18,blue-collar,single,secondary,no,4192,yes,yes,cellular,26,jun,117,2,-1,0,unknown,no
33,housemaid,married,secondary,yes,-5663,yes,yes,cellular,21,jul,95,6,282,0,unknown,no
34,technician,married,tertiary,no,1570,no,yes,cellular,18,may,33,1,-1,0,unknown,no
43,blue-collar,married,tertiary,no,-4000,yes,no,cellular,17,feb,976,2,-1,0,failure,yes
48,admin.,married,secondary,no,4802,yes,no,cellular,12,mar,10,3,528,0,unknown,no
41,services,married,secondary,no,2192,no,no,cellular,7,may,480,1,-1,2,other,yes
19,management,single,secondary,no,1683,yes,no,unknown,22,sep,12,10,-1,0,unknown,no
35,admin.,married,secondary,no,4969,no,no,cellular,31,dec,117,1,-1,1,unknown,yes
36,unemployed,married,secondary,no,1727,yes,no,cellular,5,jun,516,4,-1,0,unknown,no
25,services,divorced,tertiary,no,-292,yes,no,telephone,6,may,2,2,-1,0,unknown,no
47,services,single,secondary,no,563,yes,no,unknown,14,apr,591,1,-1,0,unknown,yes
35,self-employed,married,primary,no,-944,yes,no,cellular,27,may,208,10,-1,0,failure,yes
30,admin.,married,secondary,no,-2119,no,no,cellular,16,apr,126,2,-1,0,unknown,no
38,housemaid,single,secondary,no,4393,yes,no,cellular,25,aug,1364,3,479,0,unknown,yes
29,admin.,single,secondary,no,-2220,no,yes,cellular,28,nov,535,3,404,0,unknown,yes
40,admin.,married,secondary,no,-1528,yes,no,unknown,3,jul,6,1,-1,1,unknown,no
47,admin.,married,secondary,no,8669,yes,no,cellular,7,nov,132,9,-1,0,unknown,yes
37,management,married,primary,no,-5476,yes,no,unknown,23,aug,810,4,455,0,unknown,yes
28,services,married,secondary,no,1296,yes,no,unknown,20,may,183,7,629,2,unknown,yes
26,management,married,secondary,no,-2818,yes,no,cellular,30,jul,100,1,-1,0,unknown,yes
41,blue-collar,married,secondary,no,3219,yes,no,cellular,3,jul,76,3,-1,0,unknown,no
31,admin.,married,tertiary,no,704,yes,yes,cellular,18,jul,163,2,-1,0,other,yes
36,technician,married,tertiary,no,5990,yes,no,cellular,3,may,560,12,-1,0,unknown,yes
31,services,divorced,secondary,no,3784,no,yes,telephone,15,jan,232,1,191,0,unknown,yes
35,student,married,secondary,no,5366,yes,no,telephone,26,aug,10,2,-1,0,unknown,no
50,services,single,secondary,no,2655,yes,no,telephone,3,oct,416,1,391,0,unknown,yes
32,admin.,single,secondary,no,-2520,yes,no,unknown,20,may,416,2,-1,0,unknown,yes
39,entrepreneur,married,tertiary,no,-1307,yes,no,cellular,26,jul,110,4,806,0,unknown,yes
29,technician,divorced,secondary,no,2237,yes,yes,cellular,29,may,153,7,-1,0,unknown,yes
34,retired,married,secondary,no,-784,yes,no,cellular,16,may,126,3,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,-321,yes,no,telephone,11,may,261,4,-1,2,unknown,yes
35,technician,single,secondary,no,-2440,yes,no,cellular,5,sep,333,1,-1,0,unknown,yes
38,services,single,secondary,no,1704,no,no,unknown,4,dec,114,4,-1,0,failure,no
28,blue-collar,married,tertiary,no,-2727,no,no,unknown,1,dec,471,6,-1,0,other,yes
36,technician,single,secondary,no,1662,yes,no,cellular,28,aug,136,2,-1,0,unknown,no
54,technician,single,tertiary,no,4635,no,no,cellular,31,may,690,1,-1,0,unknown,yes
31,technician,married,primary,no,-2389,no,yes,cellular,22,dec,27,2,-1,0,unknown,no
47,retired,married,secondary,no,3777,yes,no,cellular,29,aug,105,1,365,0,unknown,no
61,blue-collar,married,tertiary,no,1915,no,no,cellular,7,jun,244,2,-1,0,unknown,yes
37,management,single,tertiary,no,4978,no,no,cellular,8,may,57,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,-225,yes,no,cellular,22,aug,136,4,-1,0,unknown,no
27,management,married,tertiary,no,-486,no,no,cellular,20,nov,185,2,463,0,unknown,no
52,technician,married,primary,no,1444,yes,no,unknown,13,jun,7,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,2624,yes,no,cellular,28,dec,558,1,-1,0,unknown,yes
52,technician,divorced,primary,no,-1402,no,no,cellular,6,nov,56,8,-1,2,failure,no
31,blue-collar,single,unknown,no,4656,no,no,cellular,5,sep,249,5,605,0,failure,no
41,technician,single,secondary,no,1829,no,no,cellular,21,jul,164,2,-1,0,unknown,no
28,self-employed,single,primary,no,3155,yes,no,telephone,1,oct,240,3,-1,0,unknown,no
36,technician,married,tertiary,no,3882,yes,no,cellular,24,feb,277,1,-1,1,unknown,no
22,blue-collar,married,secondary,no,-2537,no,no,telephone,3,may,279,3,-1,0,unknown,yes
39,blue-collar,married,secondary,no,2388,yes,no,cellular,9,may,25,6,-1,0,unknown,no
31,services,divorced,secondary,no,-4014,yes,no,cellular,4,jul,128,6,-1,1,unknown,no
32,blue-collar,married,secondary,no,-392,yes,no,cellular,4,dec,99,1,-1,0,failure,no
48,technician,divorced,secondary,no,804,no,yes,telephone,31,sep,220,8,-1,0,unknown,yes
18,retired,divorced,tertiary,no,-4822,yes,no,unknown,19,nov,782,15,-1,0,other,yes
30,technician,married,tertiary,no,4597,no,no,cellular,10,may,135,1,204,1,unknown,yes
30,management,married,primary,no,1451,yes,no,unknown,13,may,61,1,-1,0,unknown,yes
43,admin.,married,secondary,no,-562,yes,no,cellular,21,nov,395,1,-1,0,other,yes
51,technician,single,primary,no,329,no,yes,cellular,27,dec,251,3,-1,0,unknown,yes
37,blue-collar,divorced,tertiary,no,1756,no,no,cellular,14,feb,205,4,-1,0,failure,yes
34,admin.,single,secondary,no,1165,no,yes,unknown,20,jul,81,5,-1,0,success,no
51,management,single,primary,no,6114,no,yes,unknown,28,aug,78,1,-1,0,unknown,yes
44,management,married,tertiary,no,1802,no,no,telephone,6,oct,1432,2,-1,0,unknown,yes
39,technician,married,secondary,no,2768,yes,no,unknown,14,jan,330,1,-1,0,unknown,yes
51,admin.,married,primary,no,1245,no,no,cellular,2,dec,263,5,198,0,unknown,yes
40,blue-collar,single,primary,no,487,no,yes,telephone,14,nov,60,7,-1,0,unknown,yes
33,blue-collar,married,tertiary,no,2824,no,no,cellular,21,aug,149,1,333,0,unknown,no
52,retired,married,primary,no,-1137,yes,no,cellular,11,aug,103,5,384,1,unknown,no
43,services,married,secondary,no,-4296,yes,no,telephone,1,dec,682,6,-1,0,unknown,yes
33,services,single,secondary,no,-2077,no,no,cellular,9,oct,119,3,-1,0,unknown,no
29,admin.,married,primary,no,8400,no,no,cellular,10,nov,5,4,-1,0,unknown,no
38,technician,single,secondary,no,151,yes,no,cellular,21,may,294,5,-1,0,unknown,no
42,technician,divorced,secondary,no,-1019,yes,no,cellular,11,sep,492,3,-1,0,failure,yes
37,blue-collar,married,tertiary,no,1104,yes,no,cellular,26,may,148,14,-1,0,unknown,no
34,entrepreneur,married,secondary,no,2121,yes,no,cellular,11,aug,491,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,-1009,no,no,unknown,6,jul,104,6,-1,1,unknown,no
57,technician,single,tertiary,no,-2227,yes,no,cellular,28,aug,173,4,-1,0,unknown,yes
43,student,single,primary,no,673,no,no,unknown,15,nov,601,1,-1,0,failure,yes
45,management,married,tertiary,no,-6399,no,no,unknown,5,apr,229,2,-1,0,unknown,yes
39,blue-collar,married,tertiary,no,1961,no,no,unknown,5,aug,123,9,-1,0,unknown,no
44,admin.,single,secondary,no,4566,yes,no,unknown,18,may,43,5,-1,1,unknown,no
40,blue-collar,married,tertiary,no,2767,no,no,cellular,15,jul,65,5,-1,1,success,yes
47,blue-collar,married,primary,no,-2131,yes,no,unknown,8,jun,75,5,131,0,unknown,no
38,retired,married,primary,no,-3694,yes,no,unknown,7,nov,424,1,-1,0,unknown,yes
45,admin.,single,tertiary,no,3950,yes,no,cellular,30,jun,493,3,-1,0,success,yes
41,technician,married,secondary,no,3934,no,no,telephone,11,jul,17,1,671,0,unknown,no
47,admin.,single,secondary,no,-1336,yes,no,cellular,18,may,148,4,-1,0,unknown,no
27,technician,divorced,primary,no,7474,no,no,cellular,16,aug,6,11,-1,0,unknown,no
36,technician,married,tertiary,no,-4657,no,no,cellular,20,may,103,1,-1,0,unknown,no
59,management,married,secondary,no,2545,yes,no,unknown,2,dec,122,1,-1,0,unknown,yes
57,admin.,married,unknown,no,4654,yes,no,unknown,29,aug,776,3,-1,0,unknown,yes
65,admin.,married,tertiary,no,4336,no,no,cellular,25,jul,261,9,-1,1,unknown,no
44,blue-collar,single,tertiary,no,1310,no,no,cellular,19,may,332,4,-1,2,unknown,yes
37,entrepreneur,single,secondary,no,-283,no,no,unknown,8,may,280,5,-1,0,failure,yes
48,admin.,married,secondary,no,-1712,yes,no,cellular,16,jul,122,1,-1,0,unknown,no
34,entrepreneur,single,tertiary,no,4885,no,no,unknown,18,jul,132,2,-1,0,unknown,yes
50,management,single,tertiary,no,326,no,yes,unknown,17,dec,373,1,-1,0,unknown,yes
29,entrepreneur,single,secondary,no,2156,no,no,cellular,1,dec,108,2,114,1,unknown,no
47,self-employed,married,tertiary,no,-555,yes,yes,unknown,13,jul,76,3,-1,1,unknown,yes
23,blue-collar,married,tertiary,yes,2160,yes,yes,telephone,20,aug,200,4,-1,0,other,no
40,student,married,tertiary,no,2437,yes,yes,cellular,15,may,152,2,-1,0,unknown,no
57,technician,single,unknown,no,-3311,no,yes,cellular,15,jun,82,7,398,1,unknown,no
21,blue-collar,married,secondary,no,-880,yes,no,cellular,21,jan,83,2,-1,0,unknown,no
43,blue-collar,divorced,secondary,no,1586,no,no,telephone,16,may,501,4,805,0,failure,yes
35,admin.,married,secondary,no,-330,yes,no,unknown,13,jul,628,4,-1,0,unknown,yes
56,technician,married,tertiary,no,7264,yes,no,unknown,27,jul,103,6,-1,0,unknown,yes
21,management,married,secondary,no,-411,yes,yes,unknown,28,may,111,2,-1,0,unknown,yes
26,management,married,secondary,no,-340,no,no,cellular,3,may,141,3,-1,0,unknown,no
63,technician,divorced,secondary,no,4618,yes,no,cellular,2,nov,14,4,-1,0,unknown,no
35,blue-collar,single,primary,no,-499,yes,no,telephone,30,jul,392,1,-1,1,unknown,yes
38,blue-collar,married,secondary,no,636,no,no,cellular,2,nov,382,2,221,0,unknown,yes
35,blue-collar,married,secondary,no,2373,yes,no,cellular,9,may,526,4,-1,0,unknown,yes
46,admin.,divorced,primary,no,2839,no,no,cellular,20,oct,25,2,-1,0,unknown,no
36,blue-collar,married,primary,no,1561,yes,no,cellular,11,jul,157,2,-1,0,unknown,yes
37,retired,married,tertiary,no,-1260,no,no,cellular,18,may,661,5,-1,1,unknown,yes
30,admin.,married,unknown,no,-1313,yes,no,unknown,1,aug,273,12,-1,1,success,yes
41,admin.,married,secondary,no,-2276,yes,yes,cellular,9,may,132,1,-1,0,unknown,yes
44,technician,single,secondary,no,-2448,yes,no,cellular,28,may,1496,3,-1,1,unknown,yes
51,admin.,divorced,secondary,no,7119,yes,yes,cellular,30,aug,205,3,-1,1,unknown,no
45,management,married,secondary,no,8465,no,no,unknown,13,apr,246,2,-1,1,unknown,yes
43,blue-collar,married,secondary,no,3299,yes,no,cellular,28,may,88,1,-1,1,unknown,no
39,blue-collar,single,secondary,no,-2698,yes,no,unknown,5,jul,328,2,-1,0,unknown,yes
53,blue-collar,divorced,tertiary,no,3082,no,no,cellular,11,aug,239,1,-1,1,unknown,no
26,blue-collar,married,tertiary,no,6486,no,no,cellular,3,jul,205,6,-1,0,unknown,no
34,technician,married,secondary,no,-2187,no,no,telephone,9,nov,0,2,-1,0,unknown,no
35,admin.,married,secondary,no,6010,no,no,cellular,19,may,426,2,787,1,success,no
31,blue-collar,married,secondary,no,3803,no,no,cellular,9,dec,78,4,-1,0,success,no
42,retired,married,primary,no,-1993,no,no,cellular,21,jul,85,6,-1,0,other,no
37,retired,married,tertiary,no,4718,no,no,cellular,16,nov,27,2,-1,1,unknown,no
46,services,single,secondary,no,4456,no,no,cellular,2,may,174,5,-1,0,unknown,no
28,blue-collar,single,secondary,no,1267,yes,no,cellular,20,jul,267,1,-1,1,unknown,no
40,housemaid,married,tertiary,no,-1694,yes,no,cellular,21,apr,28,2,-1,0,unknown,no
54,blue-collar,married,tertiary,no,2247,yes,no,telephone,30,jul,204,2,-1,0,unknown,no
30,admin.,divorced,primary,no,-1318,yes,no,cellular,18,dec,209,3,-1,0,other,yes
34,services,single,primary,no,3766,yes,no,cellular,26,sep,240,5,-1,0,unknown,no
42,management,single,secondary,no,2550,yes,no,cellular,24,jul,220,1,-1,0,unknown,no
32,admin.,married,secondary,no,2081,yes,no,unknown,1,jul,66,3,-1,0,unknown,no
33,unknown,married,tertiary,no,5985,yes,no,telephone,2,oct,451,4,-1,0,unknown,yes
34,management,single,secondary,no,3916,yes,no,cellular,16,nov,352,2,-1,0,unknown,yes
37,technician,married,primary,no,-132,yes,no,unknown,6,may,132,2,309,3,unknown,no
31,blue-collar,married,tertiary,no,5118,no,no,unknown,10,aug,665,7,-1,0,success,yes
69,technician,married,primary,no,-482,yes,no,cellular,22,may,260,1,-1,0,unknown,no
30,technician,married,tertiary,no,3948,yes,no,cellular,25,feb,56,1,-1,0,unknown,no
37,unemployed,married,secondary,no,-1450,no,no,cellular,16,oct,9,2,-1,0,unknown,no
57,management,married,tertiary,no,1015,no,yes,unknown,16,may,430,1,-1,0,unknown,yes
40,technician,married,secondary,no,-2132,no,yes,cellular,8,aug,274,4,-1,0,unknown,yes
40,retired,married,secondary,no,1640,no,no,telephone,23,jul,245,6,-1,0,unknown,yes
20,technician,married,primary,no,-195,no,no,cellular,11,jun,132,3,-1,0,unknown,no
47,services,married,secondary,no,1113,no,no,unknown,3,aug,164,1,-1,0,unknown,yes
44,services,married,tertiary,no,989,no,no,cellular,8,aug,28,2,-1,0,failure,no
39,technician,married,unknown,no,4783,no,no,telephone,20,aug,40,1,-1,0,unknown,no
30,technician,single,secondary,no,2603,no,yes,telephone,18,nov,110,1,-1,0,unknown,no
34,blue-collar,married,tertiary,no,-481,no,no,cellular,31,may,81,2,-1,0,unknown,no
39,management,married,secondary,no,3298,no,no,cellular,30,may,62,1,-1,0,unknown,no
49,services,single,tertiary,no,2,yes,yes,cellular,29,jun,14,6,38,0,unknown,no
42,services,single,secondary,no,2793,yes,no,cellular,2,may,21,1,-1,0,failure,no
18,services,divorced,secondary,no,3491,no,no,cellular,8,aug,7,1,-1,0,unknown,no
23,admin.,single,primary,no,656,yes,yes,cellular,2,aug,138,3,282,0,unknown,yes
34,services,married,secondary,no,3576,no,no,telephone,14,jul,132,12,-1,0,unknown,no
50,blue-collar,married,secondary,no,-2,no,no,cellular,8,may,660,1,-1,0,unknown,yes
22,technician,single,unknown,no,2651,yes,yes,unknown,23,sep,258,2,-1,0,unknown,no
39,technician,married,secondary,no,6234,no,no,cellular,17,feb,421,4,-1,0,unknown,yes
35,technician,single,tertiary,no,7859,no,no,cellular,18,dec,559,4,-1,0,unknown,yes
37,unemployed,single,primary,no,-2489,no,no,unknown,17,dec,250,1,-1,1,unknown,yes
49,services,single,secondary,no,3178,yes,no,cellular,25,nov,257,1,59,0,unknown,no
50,housemaid,married,primary,no,3773,no,no,unknown,28,jun,11,2,-1,0,unknown,no
41,services,married,tertiary,no,2280,no,no,telephone,7,oct,80,5,-1,1,success,no
21,technician,married,secondary,no,1816,yes,no,telephone,19,jun,173,3,208,0,unknown,yes
49,entrepreneur,single,secondary,no,-722,no,no,unknown,22,jan,280,2,-1,0,unknown,yes
51,entrepreneur,married,tertiary,no,-665,no,yes,cellular,16,aug,16,1,857,0,other,no
31,unemployed,married,secondary,no,-5144,yes,no,unknown,24,jul,397,2,-1,0,unknown,yes
31,retired,single,secondary,yes,10998,no,no,unknown,8,may,347,6,-1,0,unknown,no
54,blue-collar,single,secondary,no,5545,no,no,unknown,10,may,98,2,170,0,unknown,no
31,student,married,secondary,no,6068,yes,no,cellular,18,may,67,1,-1,0,unknown,no
50,entrepreneur,married,secondary,no,909,yes,no,cellular,15,may,1,2,-1,1,unknown,no
43,technician,married,tertiary,no,3544,yes,no,cellular,26,sep,188,2,-1,0,unknown,no
47,technician,divorced,tertiary,no,82,yes,no,cellular,21,may,670,3,-1,0,failure,yes
40,services,single,tertiary,no,3170,yes,no,unknown,22,oct,30,1,-1,0,unknown,no
47,blue-collar,divorced,tertiary,no,-1976,yes,no,cellular,3,may,237,2,-1,0,unknown,no
22,management,single,tertiary,no,-2138,yes,no,cellular,8,jul,58,4,-1,0,unknown,no
30,blue-collar,married,tertiary,yes,-459,no,no,cellular,27,oct,111,2,779,0,unknown,no
30,technician,single,primary,no,3581,yes,no,cellular,23,oct,353,3,-1,0,unknown,yes
33,admin.,married,tertiary,no,-2351,no,no,cellular,2,oct,91,7,-1,1,failure,yes
39,admin.,divorced,secondary,no,-667,no,no,cellular,28,jul,217,5,-1,0,success,yes
44,admin.,married,unknown,no,7070,yes,no,cellular,28,may,242,3,-1,0,unknown,yes
46,services,married,secondary,no,-1279,no,no,cellular,2,apr,57,2,-1,0,success,yes
25,services,single,primary,no,5079,no,no,cellular,12,nov,229,2,-1,0,failure,yes
41,unemployed,married,tertiary,no,5857,yes,no,cellular,13,mar,33,2,-1,2,unknown,yes
33,entrepreneur,married,secondary,no,2916,yes,no,telephone,25,may,13,6,-1,1,unknown,no
30,retired,married,secondary,no,1653,yes,no,cellular,7,aug,151,1,284,0,unknown,yes
53,technician,married,secondary,yes,6706,yes,no,cellular,7,may,57,1,-1,1,unknown,no
36,student,single,tertiary,no,1280,yes,no,telephone,11,may,125,1,-1,0,failure,no
41,housemaid,single,tertiary,no,1715,yes,no,cellular,20,may,155,8,-1,1,unknown,no
31,management,divorced,secondary,no,409,yes,no,unknown,15,nov,465,4,-1,0,unknown,yes
45,unemployed,married,tertiary,no,1218,yes,no,cellular,2,jul,113,1,-1,0,unknown,no
34,technician,married,secondary,no,-358,no,no,cellular,11,jun,492,1,-1,0,failure,yes
32,management,divorced,tertiary,no,872,yes,no,unknown,20,oct,19,1,-1,0,unknown,no
32,admin.,single,primary,no,577,no,no,telephone,28,oct,265,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,465,yes,no,unknown,7,may,38,4,-1,0,success,yes
55,self-employed,single,secondary,no,1991,yes,no,unknown,28,oct,19,3,-1,0,other,no
46,technician,married,secondary,no,2650,yes,no,cellular,20,may,85,4,-1,0,unknown,no
22,blue-collar,married,tertiary,no,-3450,no,yes,cellular,6,jul,322,2,-1,0,unknown,yes
36,management,married,secondary,no,-2655,yes,no,cellular,28,nov,966,5,-1,0,unknown,yes
64,services,married,primary,no,-77,no,no,telephone,23,may,395,3,-1,0,failure,yes
43,unemployed,married,tertiary,no,1337,yes,no,cellular,12,jan,44,10,-1,1,other,yes
36,services,married,secondary,no,509,yes,no,cellular,9,may,129,1,-1,1,unknown,no
41,technician,single,primary,no,-1763,yes,no,unknown,6,aug,158,9,-1,0,unknown,yes
27,entrepreneur,married,secondary,no,-1897,no,no,cellular,11,nov,41,7,-1,0,unknown,no
37,services,divorced,secondary,no,-1322,yes,no,cellular,25,jul,85,3,353,0,unknown,no
32,services,married,secondary,no,3389,yes,yes,cellular,28,jul,530,10,-1,0,unknown,yes
36,admin.,married,tertiary,no,2890,yes,no,telephone,2,oct,32,4,-1,0,unknown,no
45,blue-collar,married,tertiary,no,1408,no,yes,cellular,3,may,31,8,-1,0,unknown,yes
50,housemaid,married,secondary,no,-1978,no,no,cellular,4,oct,96,3,-1,0,unknown,yes
30,admin.,divorced,secondary,no,-1214,yes,no,cellular,2,oct,250,5,-1,0,unknown,no
26,management,single,primary,no,2875,yes,no,cellular,10,feb,294,8,-1,0,unknown,no
43,services,married,secondary,no,1165,no,no,unknown,17,may,26,3,595,0,unknown,no
42,services,single,tertiary,no,4383,no,yes,cellular,14,aug,297,2,-1,0,unknown,yes
45,self-employed,single,tertiary,no,1787,yes,no,cellular,31,may,439,2,-1,0,failure,yes
29,blue-collar,single,tertiary,no,2014,yes,yes,telephone,29,may,98,1,272,0,unknown,no
